ID,status,meaning_ru,idxs,glosses,lemma,glottocode,reference
6710,,серый,153,GREY,ЦЦУХХУ́,ghod1238,gdosaidova2006
10392,,серый,153,GREY,X̄ОЛ́У/Б,bagv1239,kvamagomedova2004
2488,,серый,153,GREY,ЗИ'РХ¯О/Б,kara1474,kptmagomedovakhalidova2001
3977,,серый,153,GREY,зи'х̄ада/б/е,akhv1239,akvmagomedovaabdulayeva2007
5453,,серый; сероглазый,153,GREY,ЦӀЦӀИРГЪАЛ,andi1255,anisalimov2010
2443,,серьга,770,EARRING,КИЦӀУ,andi1255,anisalimov2010
7318,,серьга,770,EARRING,КI’ИЛИ́КI’А,tind1238,tinmagomedova2003
4822,,серьга,770,EARRING,ки'чIо,akhv1239,akvmagomedovaabdulayeva2007
1860,,сестра,1263,SISTER,ЙЕЦЦИ,andi1255,anisalimov2010
5991,,сестра,1263,SISTER,ЙÁЦ̄ĀБ,tind1238,tinmagomedova2003
5992,,сестра,1263,SISTER,ЙÁЦ̄И,tind1238,tinmagomedova2003
3246,,сестра,1263,SISTER,ЙАЦЦ/И́,ghod1238,gdosaidova2006
5641,,сестра,1263,SISTER,ЙА̄С,bagv1239,kvamagomedova2004
2666,,сестра,1263,SISTER,ЙАЦ¯И',kara1474,kptmagomedovakhalidova2001
4484,,сестра,1263,SISTER,йац̄и',akhv1239,akvmagomedovaabdulayeva2007
4485,,сестра,1263,SISTER,йац̄и'къIа,akhv1239,akvmagomedovaabdulayeva2007
5642,,сестра (двоюродная),1263,SISTER,ЙÁ̄СĀБ,bagv1239,kvamagomedova2004
9024,,сеть,2963,NET,̄СÉТКА,bagv1239,kvamagomedova2004
4233,,сеть; капкан; капкан для птиц; силки,2963,NET,РОЧӀЧӀИ,andi1255,anisalimov2010
9786,,сеять,748,SOW SEEDS,ТIÀᴴЙЛЪ’А,tind1238,tinmagomedova2003
655,,сеять,748,SOW SEEDS,Б/ЕКЬИ́,ghod1238,gdosaidova2006
9756,,сеять,748,SOW SEEDS,ТIÁНИ/ЛА,bagv1239,kvamagomedova2004
576,,сеять,748,SOW SEEDS,БЕ'КЬ/АЛЪА,kara1474,kptmagomedovakhalidova2001
9869,,сеять,748,SOW SEEDS,тIо̄'нулъIа,akhv1239,akvmagomedovaabdulayeva2007
11162,,сжимать,1414,SQUEEZE,Ц̄ÁБ/ĀЙЛЪА/Ц̄ÁБД/ĀЙЛЪ’А,tind1238,tinmagomedova2003
3714,,сжимать,1414,SQUEEZE,КЪИННАЛИ́,ghod1238,gdosaidova2006
9125,,сжимать,1414,SQUEEZE,̄С̄IÁБА/ЙЛА,bagv1239,kvamagomedova2004
3067,,сжимать,1414,SQUEEZE,КЪА¯'ЛЪА,kara1474,kptmagomedovakhalidova2001
2589,,сигнал; знак,1720,SIGN,ИША'РА,kara1474,kptmagomedovakhalidova2001
2281,,сидеть,1416,SIT,Б/ИЛЪИ́КI/ВИЛЪ’А,tind1238,tinmagomedova2003
1519,?,сидеть; сесть; присесть,1416,SIT,ГЬОКЪГУБИКӀУДУ,andi1255,anisalimov2010
3062,?,сидеть; сесть; присесть,1649,SIT DOWN,КӀУСУННУ,andi1255,anisalimov2010
1047,,сизый; голубой,837,BLUE,ГЪУГЪУБОСО,andi1255,anisalimov2010
466,,сила,202,STRENGTH,БЕЩИ,andi1255,anisalimov2010
3703,,сила,202,STRENGTH,ГУ́ЧИ,tind1238,tinmagomedova2003
1568,,сила,202,STRENGTH,ГУ́ЧИ,ghod1238,gdosaidova2006
3365,,сила,202,STRENGTH,ГУЧ,bagv1239,kvamagomedova2004
1687,,сила,202,STRENGTH,ГЬА'ЛЕ,kara1474,kptmagomedovakhalidova2001
3231,,сила,202,STRENGTH,гьу'на,akhv1239,akvmagomedovaabdulayeva2007
1798,?,сила; дух; жизнь; тело,2526,POWER,ДЖАН,andi1255,anisalimov2010
923,,сильный,3188,MIGHTY OR POWERFUL OR STRONG,ГУЧИЛОГУССИ,andi1255,anisalimov2010
1803,,сильный,3188,MIGHTY OR POWERFUL OR STRONG,ДЖАНКЪГОН,andi1255,anisalimov2010
3701,,сильный,785,STRONG,ГУ́ЧА/Б,tind1238,tinmagomedova2003
5572,,сильный,3188,MIGHTY OR POWERFUL OR STRONG,ЗÁРПА/Б,tind1238,tinmagomedova2003
1567,,сильный,785,STRONG,ГУ́ЧА/Б,ghod1238,gdosaidova2006
4958,,сильный,785,STRONG,ДЖÁНЧIАНА̄С,bagv1239,kvamagomedova2004
5185,,сильный,3188,MIGHTY OR POWERFUL OR STRONG,ЗÁПА/Б,bagv1239,kvamagomedova2004
1682,,сильный,785,STRONG,ГЬАЛАГА'/Б 1),kara1474,kptmagomedovakhalidova2001
4921,,сильный,785,STRONG,кута'килIи,akhv1239,akvmagomedovaabdulayeva2007
5478,,сильный,3188,MIGHTY OR POWERFUL OR STRONG,къувати'лIи,akhv1239,akvmagomedovaabdulayeva2007
846,,сильный (по степени проявления),3188,MIGHTY OR POWERFUL OR STRONG,Б/ÉЩА/Б,ghod1238,gdosaidova2006
10571,,синий,837,BLUE,ХЪÁЙЛIА,tind1238,tinmagomedova2003
6256,,синий,837,BLUE,ХЪÁЙИЛIА,ghod1238,gdosaidova2006
5457,,синий,837,BLUE,ХЪАЙЛ|,kara1474,kptmagomedovakhalidova2001
10801,,синий,837,BLUE,хъашура'лIи,akhv1239,akvmagomedovaabdulayeva2007
378,,сирота,1149,ORPHAN,БЕСДАЛ,andi1255,anisalimov2010
5643,,сирота,1149,ORPHAN,ЙАТ́ИМ,bagv1239,kvamagomedova2004
4088,,сирота,1149,ORPHAN,илъIа̄'декIе,akhv1239,akvmagomedovaabdulayeva2007
4257,,сказать,1458,SAY,РУЛӀИДУ,andi1255,anisalimov2010
5252,,сказать,1711,TELL,ХЪУНТӀУННУ,andi1255,anisalimov2010
5254,,сказать,1458,SAY,ХЪУНЧӀУННУ,andi1255,anisalimov2010
4628,,сказать,1458,SAY,ГЬИКЬ/И́ЛЪ’А,tind1238,tinmagomedova2003
2081,,сказать,1458,SAY,ГЬИКЬИ́,ghod1238,gdosaidova2006
4054,,сказать,1458,SAY,ГЬÉКЬИ/ЛА,bagv1239,kvamagomedova2004
13791,,сказать,1458,SAY,экьу'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
3676,,сказка,2937,FAIRY TALE,МУХА,andi1255,anisalimov2010
8055,,сказка,2937,FAIRY TALE,МУ́ХА,tind1238,tinmagomedova2003
4785,,сказка,2937,FAIRY TALE,НУ́ХА,ghod1238,gdosaidova2006
7570,,сказка,2937,FAIRY TALE,М́УГЬА,bagv1239,kvamagomedova2004
4046,,сказка,2937,FAIRY TALE,МУГЬА'¹,kara1474,kptmagomedovakhalidova2001
7728,,сказка,2937,FAIRY TALE,му'ха,akhv1239,akvmagomedovaabdulayeva2007
1504,?,скакать,1829,JUMP,ГЬОВЗУННУ,andi1255,anisalimov2010
4586,,скакать,1829,JUMP,касетIикъу'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
1989,,скакать (верхом),1829,JUMP,Б/ЕЩД/ИЛЪ’А,tind1238,tinmagomedova2003
4105,,скала,2125,STONE OR ROCK,ГЬÁКЪИ,tind1238,tinmagomedova2003
3884,,скала,618,PRECIPICE,КЬУД/У́,ghod1238,gdosaidova2006
3313,,скала,618,PRECIPICE,КЬЕ'ДА,kara1474,kptmagomedovakhalidova2001
5632,,скала,2125,STONE OR ROCK,къIо,akhv1239,akvmagomedovaabdulayeva2007
2917,,скала; утес,618,PRECIPICE,КЬУРИ,andi1255,anisalimov2010
4223,,складывать,1470,FOLD,РОЛЪУДУ,andi1255,anisalimov2010
815,,складывать,1470,FOLD,Б/ÁЛЪАЛЪИЛЪ’А,tind1238,tinmagomedova2003
319,,складывать,1470,FOLD,Б/ÁКЪАЛИ,ghod1238,gdosaidova2006
692,,складывать,1470,FOLD,Б/ÁЛГЬАГЬА/ЙЛА,bagv1239,kvamagomedova2004
229,,складывать,1470,FOLD,Б/АКЪА¯'/ЛЪА,kara1474,kptmagomedovakhalidova2001
616,,складывать,1470,FOLD,б/акIа'рило̄/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
5596,,склока; ссора; интриги,1848,QUARREL,ХЪУ'ТУНЕР,kara1474,kptmagomedovakhalidova2001
3075,,склон,3076,SLOPE,ЛАБУР,andi1255,anisalimov2010
4529,,склон,3076,SLOPE,МИЛЪÁ,ghod1238,gdosaidova2006
2269,,склон,3076,SLOPE,ге'чIа,akhv1239,akvmagomedovaabdulayeva2007
1979,,сковорода,31,PAN,ЗАРЙАН,andi1255,anisalimov2010
3936,,сковорода,31,PAN,ГЪÉРУ,tind1238,tinmagomedova2003
1714,,сковорода,31,PAN,ГЪЕРÉКIУ,ghod1238,gdosaidova2006
5151,,сковорода,31,PAN,ЗАЙДÁН,bagv1239,kvamagomedova2004
2419,,сковорода,31,PAN,ЗАЙДА'Н,kara1474,kptmagomedovakhalidova2001
7437,,сковорода,31,PAN,мих̄и'гъва,akhv1239,akvmagomedovaabdulayeva2007
5661,,скользить,1324,SLIP,ЧУХЬУННУ,andi1255,anisalimov2010
5600,,скользить,1324,SLIP,ЗВÁЛЪ’А,tind1238,tinmagomedova2003
5623,,скользить,1324,SLIP,ССУРДИ́,ghod1238,gdosaidova2006
5280,,скользить,1324,SLIP,ЗÓ/ЙЛА,bagv1239,kvamagomedova2004
5600,,скользить,1324,SLIP,ХЪУШТ|/А'ЛЪА,kara1474,kptmagomedovakhalidova2001
5657,,скользить,1324,SLIP,къIулу/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
2114,,сколько,822,HOW MANY,ИБКЪГА,andi1255,anisalimov2010
2115,,сколько,822,HOW MANY,ИБКЪГАГЪИ,andi1255,anisalimov2010
4713,,сколько,822,HOW MANY,ГЬИ́ᴴКЬУ/Б,tind1238,tinmagomedova2003
4715,,сколько,3450,HOW MANY PIECES,ГЬИ́ᴴКЬУВУ/Б,tind1238,tinmagomedova2003
4725,,сколько,531,HOW MUCH,ГЬИ́ᴴКЬУБЛЪ̅Ӣ,tind1238,tinmagomedova2003
3083,,сколько,822,HOW MANY,ИНТТО̄́(ВУ),ghod1238,gdosaidova2006
6849,,сколько,3450,HOW MANY PIECES,ЧАМУ,ghod1238,gdosaidova2006
11464,,сколько,822,HOW MANY,ЧВАМ,bagv1239,kvamagomedova2004
12673,,сколько,3450,HOW MANY PIECES,ЭЩД̄́ОБ,bagv1239,kvamagomedova2004
12678,,сколько,531,HOW MUCH,ЭЩД̄́ОБIИР,bagv1239,kvamagomedova2004
2015,,сколько,822,HOW MANY,ГЬИ'ᴴШДОЪО,kara1474,kptmagomedovakhalidova2001
12235,,сколько,822,HOW MANY,ча'ми,akhv1239,akvmagomedovaabdulayeva2007
2846,,сколько (времени),3450,HOW MANY PIECES,гьаштва̄'рилъ̄и,akhv1239,akvmagomedovaabdulayeva2007
2116,?,сколько; интересно,822,HOW MANY,ИБКЪГАДЕХЪЕН,andi1255,anisalimov2010
2852,,сколько?,531,HOW MUCH,гьашту'да,akhv1239,akvmagomedovaabdulayeva2007
910,,скончаться,2101,BE DEAD OR DIE,Б/АТIÁЛГЬИ/ЛА,bagv1239,kvamagomedova2004
4380,,скоро,1631,FAST,ГЬАᴴС̅ВАГIĀ́ЛЪ̅Ӣ,tind1238,tinmagomedova2003
4382,,скоро,703,SOON,ГЬАᴴС̅ВАГIÁТИЛЪ̅Ӣ,tind1238,tinmagomedova2003
2827,,скоро,1631,FAST,гьа'с̄агIалъ̄ихъе,akhv1239,akvmagomedovaabdulayeva2007
79,,скорпион,1538,SCORPION,АКЪГРАБ,andi1255,anisalimov2010
7812,,скорпион,1538,SCORPION,МИ́ГЪАКI’АЛ,tind1238,tinmagomedova2003
2383,,скорпион,1538,SCORPION,ГIАКЪИРÁ,ghod1238,gdosaidova2006
3889,,скорпион,1538,SCORPION,ГЬАЧIÁКЪВАРА,bagv1239,kvamagomedova2004
2133,,скорпион,1538,SCORPION,Г|АКЪРА'Б,kara1474,kptmagomedovakhalidova2001
3418,,скорпион,1538,SCORPION,гIаᴴ'къра,akhv1239,akvmagomedovaabdulayeva2007
5052,,скот,631,LIVESTOCK,ПУ́РЦЦ/И,ghod1238,gdosaidova2006
1680,,скот,631,LIVESTOCK,БЕЧĪ́ОХIАВ/АН,bagv1239,kvamagomedova2004
6492,,скот,631,LIVESTOCK,лаᴴ'гибечIуха,akhv1239,akvmagomedovaabdulayeva2007
1955,,скот (крупный и мелкий – рогатый скот),631,LIVESTOCK,БЕЧIУ́ХА-БОЦ̄АР,tind1238,tinmagomedova2003
729,?,скот; имущество,631,LIVESTOCK,БУЦӀЦӀИР,andi1255,anisalimov2010
749,,скотина; животное,619,ANIMAL,БЕЦ¯|У'Р,kara1474,kptmagomedovakhalidova2001
10707,,скрести,1767,SCRAPE,хъа'су/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
1494,,скрести; соскребать,1767,SCRAPE,ГЪАМ/А'ЛЪА,kara1474,kptmagomedovakhalidova2001
12346,,скручивать,3199,TWIST (AROUND),ЩВḔЛЪ’А,tind1238,tinmagomedova2003
1717,,скручивать,3199,TWIST (AROUND),Б/ÉЩВА/ЙЛА,bagv1239,kvamagomedova2004
6258,,скручивать,3199,TWIST (AROUND),кIе'къу/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
3497,,скручивать; сучить,3199,TWIST (AROUND),К|ЕРКЪ/АЛЪА',kara1474,kptmagomedovakhalidova2001
328,,скрывать,602,HIDE (CONCEAL),Б/ÁКЪАЩАЛИ,ghod1238,gdosaidova2006
2657,,скряга; скупой,1774,STINGY,КЪИННИБ,andi1255,anisalimov2010
1020,,скупой,1774,STINGY,БАХИЛУ́Б,tind1238,tinmagomedova2003
6419,,скупой,1774,STINGY,КЪАБИ́ХIА/Б,tind1238,tinmagomedova2003
3606,,скупой,1774,STINGY,КЪАРУ́МА/В,ghod1238,gdosaidova2006
6181,,скупой,1774,STINGY,КЪАР́УМА/Б,bagv1239,kvamagomedova2004
8095,,скупой,1774,STINGY,ПАХ́ИЛА/Б,bagv1239,kvamagomedova2004
363,,скупой,1774,STINGY,БАХИ'ЛО/Б,kara1474,kptmagomedovakhalidova2001
671,,скупой,1774,STINGY,б/ара'чих̄ада/б/е,akhv1239,akvmagomedovaabdulayeva2007
4933,,скупой,1774,STINGY,къаби'хIада/б/е,akhv1239,akvmagomedovaabdulayeva2007
2545,,скупой; гадкий; мерзкий,2507,DISGUSTING,КЪАБИГЬИ,andi1255,anisalimov2010
315,,скупой; жадный,1774,STINGY,БАРА'ЩХЪО/Б,kara1474,kptmagomedovakhalidova2001
54,,слабый,1601,WEAK,АДЖИЗИ,andi1255,anisalimov2010
62,,слабый,1601,WEAK,АЗИЗИ,andi1255,anisalimov2010
2659,,слабый,1601,WEAK,Б/ИЧIАЛIÁ/Б,tind1238,tinmagomedova2003
4978,,слабый,1601,WEAK,ГIАЖИ́ЗА/Б,tind1238,tinmagomedova2003
2364,,слабый,1601,WEAK,ГIАЖИ́ЗА/Б,ghod1238,gdosaidova2006
2736,,слабый,1601,WEAK,ЗАГIИ́ПА/Б,ghod1238,gdosaidova2006
2187,,слабый,1601,WEAK,Б/ИЧĪ́ЕХ–Б/УХĒХ,bagv1239,kvamagomedova2004
2188,,слабый,1601,WEAK,Б/ИЧÍИЙŌ/Б–Б/УХ́УЙŌ/Б:БИЧĪ́ЕХ–БУХĒХ ́ИДАБ,bagv1239,kvamagomedova2004
2415,,слабый,1601,WEAK,ЗА'Г|ИПО/Б,kara1474,kptmagomedovakhalidova2001
3919,,слабый,1601,WEAK,загIи'да/б/е,akhv1239,akvmagomedovaabdulayeva2007
7888,,сладкий,717,SWEET,МИЦ̄Á/Б,tind1238,tinmagomedova2003
4567,,сладкий,717,SWEET,МИ́ЦЦА,ghod1238,gdosaidova2006
7513,,сладкий,717,SWEET,МӢС̄IÁ/Б,bagv1239,kvamagomedova2004
4027,,сладкий,717,SWEET,МИЦ¯|А'/Б,kara1474,kptmagomedovakhalidova2001
7486,,сладкий,717,SWEET,ми'цĪада/б/е,akhv1239,akvmagomedovaabdulayeva2007
3580,,сладкий; вкусный,717,SWEET,МИЦӀЦӀА,andi1255,anisalimov2010
7376,,след,318,FOOTPRINT,ЛЪÁЛИ,tind1238,tinmagomedova2003
4196,,след,318,FOOTPRINT,ЛЪÁЛИ,ghod1238,gdosaidova2006
3696,,след,318,FOOTPRINT,ЛЪА'ЛДА,kara1474,kptmagomedovakhalidova2001
6555,,след,318,FOOTPRINT,лъа'ли,akhv1239,akvmagomedovaabdulayeva2007
3313,?,след; колея,318,FOOTPRINT,ЛЪОЛ,andi1255,anisalimov2010
3621,,слеза,1651,TEAR (OF EYE),МОКЪГО,andi1255,anisalimov2010
7772,,слеза,1651,TEAR (OF EYE),МĀ,tind1238,tinmagomedova2003
4481,,слеза,1651,TEAR (OF EYE),МАЪÁ,ghod1238,gdosaidova2006
7216,,слеза,1651,TEAR (OF EYE),МÁГIА¹,bagv1239,kvamagomedova2004
6935,,слеза,1651,TEAR (OF EYE),макъIа',akhv1239,akvmagomedovaabdulayeva2007
3932,,слеза; слезы,1651,TEAR (OF EYE),МАЪА'¹,kara1474,kptmagomedovakhalidova2001
628,,слепой,1653,BLIND,БОТӀИ,andi1255,anisalimov2010
1830,,слепой,1653,BLIND,БЕЦ̄У́/Б,tind1238,tinmagomedova2003
2763,,слепой,1653,BLIND,ЗАХЪУ́,ghod1238,gdosaidova2006
1468,,слепой,1653,BLIND,БЕ̄С́У/Б,bagv1239,kvamagomedova2004
728,,слепой,1653,BLIND,Б/ЕЦ¯О'/Б,kara1474,kptmagomedovakhalidova2001
1271,,слепой,1653,BLIND,бе'ц̄вада/б/е,akhv1239,akvmagomedovaabdulayeva2007
5329,,сливочное масло,1245,BUTTER,ЦӀАКЪГОБИССУБ ЛӀУРЛӀА,andi1255,anisalimov2010
3924,,сливочное масло,1245,BUTTER,КIВАЦI/Á,ghod1238,gdosaidova2006
24,,слизь,208,NASAL MUCUS (SNOT),а'гъаба,akhv1239,akvmagomedovaabdulayeva2007
440,,слово,1599,WORD,АᴴЛЪАР,tind1238,tinmagomedova2003
6024,,слово,1599,WORD,КАЛÁМ,tind1238,tinmagomedova2003
3437,,слово,1599,WORD,КЯЛÁМ,ghod1238,gdosaidova2006
5185,,слово,1599,WORD,РАШ/Á,ghod1238,gdosaidova2006
5701,,слово,1599,WORD,КАЛ́ИМА,bagv1239,kvamagomedova2004
8289,,слово,1599,WORD,РÁГIИ,bagv1239,kvamagomedova2004
133,,слово,1599,WORD,АᴴЛЪЕ'Р,kara1474,kptmagomedovakhalidova2001
4537,,слово,1599,WORD,калаᴴ,akhv1239,akvmagomedovaabdulayeva2007
4539,,слово,1599,WORD,калима,akhv1239,akvmagomedovaabdulayeva2007
4235,?,слово; речь; сплетня; слух,1115,SPEECH,РОШО,andi1255,anisalimov2010
3863,,слон,1290,ELEPHANT,ПИЛ,andi1255,anisalimov2010
8472,,слон,1290,ELEPHANT,ПИ́Л,tind1238,tinmagomedova2003
4974,,слон,1290,ELEPHANT,ПИЛ,ghod1238,gdosaidova2006
8153,,слон,1290,ELEPHANT,ПИЛ,bagv1239,kvamagomedova2004
4322,,слон,1290,ELEPHANT,ПИЛ,kara1474,kptmagomedovakhalidova2001
8124,,слон,1290,ELEPHANT,пи'ли,akhv1239,akvmagomedovaabdulayeva2007
9280,,слуга,255,SERVANT,С̅ЕРИ́/Б/ЕТУ/Б,tind1238,tinmagomedova2003
1666,,слуга,255,SERVANT,ГЪАРÁБАШ/И,ghod1238,gdosaidova2006
7924,,слуга,255,SERVANT,ну'ка,akhv1239,akvmagomedovaabdulayeva2007
6131,,слух,2518,HEARING (AURAL SENSE),ХХАБÁР III,ghod1238,gdosaidova2006
3928,,слух,2518,HEARING (AURAL SENSE),ГЬАᴴДÁЩIВ,bagv1239,kvamagomedova2004
10307,,слух,2518,HEARING (AURAL SENSE),х̄аба',akhv1239,akvmagomedovaabdulayeva2007
1837,,слух; сплетня,2518,HEARING (AURAL SENSE),ГЬЕ'ДЕЛА,kara1474,kptmagomedovakhalidova2001
122,,слушать,1608,LISTEN,АНЧЧИДУ,andi1255,anisalimov2010
214,,слушать,1608,LISTEN,ÀНИХЬ’ИЛЪ’А,tind1238,tinmagomedova2003
1942,,слушать,1608,LISTEN,ГЬАНТIУКIЯРИККИ́,ghod1238,gdosaidova2006
375,,слушать,1608,LISTEN,ÁШТИ/ЛА,bagv1239,kvamagomedova2004
2873,,слушать,1608,LISTEN,гьаᴴда'хьу/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
120,,слушать; прислушиваться,1608,LISTEN,АᴴДУКА'ЛЪА,kara1474,kptmagomedovakhalidova2001
2371,?,слушаться; повиноваться; очнуться; осознать,1635,OBEY,КАНТӀУННУ,andi1255,anisalimov2010
116,,слышать,1408,HEAR,АНЛЪИДУ,andi1255,anisalimov2010
444,,слышать,1408,HEAR,ÀᴴЛЪ/ИЛЪ’А,tind1238,tinmagomedova2003
126,,слышать,1408,HEAR,АНЛЪИ́,ghod1238,gdosaidova2006
198,,слышать,1408,HEAR,ÁЛГЬИ/ИНА,bagv1239,kvamagomedova2004
131,,слышать,1408,HEAR,АᴴЛЪ/АЛЪА',kara1474,kptmagomedovakhalidova2001
394,,слышать,1408,HEAR,аᴴлъIу'/нулъIа,akhv1239,akvmagomedovaabdulayeva2007
4624,,слюна; плевок,1440,SPIT,ТОТО,andi1255,anisalimov2010
3077,,см. Б/У/ЛIУ́ЛI/ИЛЪ’А,1816,BESIDE,Б/УЛIУ́ЛIАР,tind1238,tinmagomedova2003
3210,,см. ГЯЛУ́ХЪ/У,1816,BESIDE,ЙАБЛУ́ХЪИ,ghod1238,gdosaidova2006
9187,,см. чу'/б/и,1577,AND,с̄уᴴ'де,akhv1239,akvmagomedovaabdulayeva2007
4187,,смелый,3,BRAVE,РОКӀОЛОГУССИ,andi1255,anisalimov2010
6957,,смелый,3,BRAVE,КЬВÁРИЙУ/Б,tind1238,tinmagomedova2003
521,,смелый,3,BRAVE,БАХIÁРЧИЙА/Б,ghod1238,gdosaidova2006
1070,,смелый,3,BRAVE,БАХIАРЧ́ИЙА/Б,bagv1239,kvamagomedova2004
5748,,смелый,3,BRAVE,кьва'рила̄да/б/е,akhv1239,akvmagomedovaabdulayeva2007
3301,,смелый; храбрый,3,BRAVE,КЬВАРО'/Б,kara1474,kptmagomedovakhalidova2001
9646,,смельчак,1779,DARE,ТУРПÁЛ,tind1238,tinmagomedova2003
9652,,смельчак,1779,DARE,ТУРПÁЛ,bagv1239,kvamagomedova2004
3698,,смерть,910,DEATH,НАКЪЛУ,andi1255,anisalimov2010
4144,,смерть,910,DEATH,РИЧӀОР,andi1255,anisalimov2010
2662,,смерть,910,DEATH,Б/И́ЧIАР,tind1238,tinmagomedova2003
2694,,смерть,910,DEATH,Б/ИЧIИЧIÁР,tind1238,tinmagomedova2003
1091,,смерть,910,DEATH,Б/ИЧIИ́Р,ghod1238,gdosaidova2006
2363,,смерть,910,DEATH,ГIАЖÁЛ,ghod1238,gdosaidova2006
2178,,смерть,910,DEATH,Б/́ИЧIАР,bagv1239,kvamagomedova2004
2219,,смерть,910,DEATH,Б/ИЧÍИЧIАР,bagv1239,kvamagomedova2004
4576,,смерть,910,DEATH,РИЧ|А'Р,kara1474,kptmagomedovakhalidova2001
1462,,смерть,910,DEATH,б/и'кьIе,akhv1239,akvmagomedovaabdulayeva2007
2003,,смерть,910,DEATH,б/ухъIе',akhv1239,akvmagomedovaabdulayeva2007
1356,,смех,2958,LAUGHTER,ГЬИГИ,andi1255,anisalimov2010
1523,,смех,2958,LAUGHTER,Б/ЕЛЪИ́К̅’АР,tind1238,tinmagomedova2003
5238,,смех,2958,LAUGHTER,Р/ЕЛЪИККИ́Р,ghod1238,gdosaidova2006
3622,,смех,2958,LAUGHTER,ГЬÁГЬАДАР,bagv1239,kvamagomedova2004
4505,,смех,2958,LAUGHTER,РЕ'ЛЪЕ,kara1474,kptmagomedovakhalidova2001
528,,смех,2958,LAUGHTER,ба'далъIе,akhv1239,akvmagomedovaabdulayeva2007
10371,,смешивать,2017,MIX,X̅Ā́ЙЛЪ’А,tind1238,tinmagomedova2003
1786,,смешивать,2017,MIX,ГЬАБÁЖАЛИ,ghod1238,gdosaidova2006
5102,,смешивать,2017,MIX,ЖУБÁЙДА/ЙЛА,bagv1239,kvamagomedova2004
347,,смеяться,1355,LAUGH,БЕЛЪЛЪИДУ,andi1255,anisalimov2010
1525,,смеяться,1355,LAUGH,Б/ÈЛЪИК̅’/ИЛЪ’А,tind1238,tinmagomedova2003
672,,смеяться,1355,LAUGH,Б/ЕЛЪИККИ́,ghod1238,gdosaidova2006
3624,,смеяться,1355,LAUGH,ГЬÁГЬАДИ/ЛА,bagv1239,kvamagomedova2004
4507,,смеяться,1355,LAUGH,РЕ'ЛЪЕХ¯/АЛЪА,kara1474,kptmagomedovakhalidova2001
531,,смеяться,1355,LAUGH,б/адалъIу'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
5363,,сморщенный,380,WRINKLED,Х¯ВАБО'/Б,kara1474,kptmagomedovakhalidova2001
1239,,смотреть,1819,LOOK,ГЬАРЧӀААРХИППУ,andi1255,anisalimov2010
1241,,смотреть,1819,LOOK,ГЬАРЧӀИННУ,andi1255,anisalimov2010
594,,смотреть,1819,LOOK,Б/ÁГЬИГЬ/ИᴴЛЪ’А,tind1238,tinmagomedova2003
597,,смотреть,3136,WATCH (TV),Б/ÁГЬ/ИᴴЛЪ’А¹,tind1238,tinmagomedova2003
1885,,смотреть,1819,LOOK,ГЬАЛИЩИ́,ghod1238,gdosaidova2006
2198,,смотреть,1819,LOOK,Б/́ИЧIИ/НА,bagv1239,kvamagomedova2004
2227,,смотреть,3136,WATCH (TV),Б/́ИЧIИЧIИ/НА,bagv1239,kvamagomedova2004
13879,,смотреть,1819,LOOK,э'хъу/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
1127,,смотреть; видеть,1409,SEE,ГЬАКЪИДУ,andi1255,anisalimov2010
601,,смотреть; глядеть на что-либо,1819,LOOK,Б/ЕК|/А'ᴴЛЪА,kara1474,kptmagomedovakhalidova2001
1036,,смотреть; широко открыв глаза,0,<NA>,ГЪОДОЛЛУ,andi1255,anisalimov2010
7638,,смысл,2950,MEANING,МАГIАНÁ/МАГIНÁ,tind1238,tinmagomedova2003
4323,,смысл,2950,MEANING,МАГIАНÁ,ghod1238,gdosaidova2006
7230,,смысл,2950,MEANING,МАГIНÁ,bagv1239,kvamagomedova2004
6867,,смысл,2950,MEANING,магIи'на,akhv1239,akvmagomedovaabdulayeva2007
3497,,смысл; значение,2950,MEANING,МАЪНА,andi1255,anisalimov2010
3830,,смысл; значение,2950,MEANING,МАГ|НА',kara1474,kptmagomedovakhalidova2001
1091,,снаружи,762,OUTSIDE,БÁX̅Ō,tind1238,tinmagomedova2003
3164,,снаружи,762,OUTSIDE,ИССИРÁ,ghod1238,gdosaidova2006
113,,снег,784,SNOW,АНЗИ,andi1255,anisalimov2010
430,,снег,784,SNOW,ÁᴴЗИ,tind1238,tinmagomedova2003
121,,снег,784,SNOW,АНЗИ́,ghod1238,gdosaidova2006
410,,снег,784,SNOW,АᴴЗ,bagv1239,kvamagomedova2004
128,,снег,784,SNOW,АᴴЗЕ',kara1474,kptmagomedovakhalidova2001
346,,снег,784,SNOW,аᴴжи',akhv1239,akvmagomedovaabdulayeva2007
1427,,снова,204,AGAIN,ГЬИНДЖЕНДЖЕГУ,andi1255,anisalimov2010
2040,,снова,204,AGAIN,ГЬЕРАЛÁ,ghod1238,gdosaidova2006
